college_id,college_name,university_name,institution_type,ownership,state,city,district,address,latitude,longitude,established_year,accreditation,degrees,branches,total_approved_intake,faculty_count,student_count,student_faculty_ratio,placement_rate,median_package_lpa,average_package_lpa,highest_package_lpa,placed_students_count,graduated_students_count,higher_studies_rate,tuition_fee_annual,hostel_fee_annual,estimated_total_cost_annual,hostel_available,pcs_accessibility_score,distance_to_major_city_km,data_source,data_year,academic_indicators,recruiting_companies,internship_information,scholarship_information,campus_area_acres,library_facility,laboratories_facility,sports_facilities,medical_facilities,internet_connectivity,other_facilities,public_transport_information,clubs_and_societies,cultural_events,extracurricular_activities,data_source_url,has_placement_data,data_confidence,is_derived
IIT-BOMBAY,Indian Institute of Technology Bombay (IIT Bombay),Autonomous - Institute of National Importance,Institute of National Importance (INI),Government,Maharashtra,Mumbai,Mumbai Suburban,"Powai, Mumbai, Maharashtra 400076",19.1334,72.9133,1958.0,Institute of National Importance (INI) - NIRF Top 3,B.Tech; Dual Degree; M.Tech; PhD,Computer Science and Engineering; Electrical Engineering; Mechanical Engineering; Data Science and AI; Aerospace Engineering; Chemical Engineering; Civil Engineering,1350,680.0,11500.0,16.9,88.5,21.82,24.5,168.0,1150.0,1300.0,8.5,220000.0,45000.0,265000.0,Available for Boys & Girls,3.0,0.0,NIRF MHRD Disclosures & JoSAA Gazette,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False
IIT-DELHI,Indian Institute of Technology Delhi (IIT Delhi),Autonomous - Institute of National Importance,Institute of National Importance (INI),Government,Delhi,New Delhi,South Delhi,"Hauz Khas, New Delhi, Delhi 110016",28.545,77.1926,1961.0,Institute of National Importance (INI) - NIRF Top 2,B.Tech; Dual Degree; M.Tech; PhD,Computer Science and Engineering; Electrical Engineering; Mathematics & Computing; Mechanical Engineering; Civil Engineering; Chemical Engineering; Biotechnology,1200,650.0,10800.0,16.6,89.2,20.5,23.2,150.0,1100.0,1250.0,8.0,220000.0,42000.0,262000.0,Available for Boys & Girls,3.0,0.0,NIRF MHRD Disclosures & JoSAA Gazette,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False
IIT-MADRAS,Indian Institute of Technology Madras (IIT Madras),Autonomous - Institute of National Importance,Institute of National Importance (INI),Government,Tamil Nadu,Chennai,Chennai,"IIT P.O., Chennai, Tamil Nadu 600036",12.9915,80.2337,1959.0,Institute of National Importance (INI) - NIRF Rank 1,B.Tech; Dual Degree; M.Tech; PhD,Computer Science and Engineering; Electrical Engineering; Mechanical Engineering; Aerospace Engineering; Civil Engineering; Chemical Engineering; Ocean Engineering,1400,630.0,10500.0,16.6,87.5,19.0,21.4,140.0,1020.0,1180.0,9.5,220000.0,44000.0,264000.0,Available for Boys & Girls,3.0,0.0,NIRF MHRD Disclosures & JoSAA Gazette,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False
IIT-KANPUR,Indian Institute of Technology Kanpur (IIT Kanpur),Autonomous - Institute of National Importance,Institute of National Importance (INI),Government,Uttar Pradesh,Kanpur,Kanpur Nagar,"Kalyanpur, Kanpur, UP 208016",26.5123,80.2329,1959.0,Institute of National Importance (INI) - NIRF Top 5,B.Tech; BS; M.Tech; PhD,Computer Science and Engineering; Electrical Engineering; Mechanical Engineering; Aerospace Engineering; Materials Science; Civil Engineering; Chemical Engineering,1200,520.0,8800.0,16.9,86.0,17.5,19.8,130.0,950.0,1100.0,10.5,220000.0,38000.0,258000.0,Available for Boys & Girls,3.0,15.0,NIRF MHRD Disclosures & JoSAA Gazette,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False
IIT-KHARAGPUR,Indian Institute of Technology Kharagpur (IIT Kharagpur),Autonomous - Institute of National Importance,Institute of National Importance (INI),Government,West Bengal,Kharagpur,Paschim Medinipur,"Kharagpur, West Bengal 721302",22.3149,87.3105,1951.0,Institute of National Importance (INI),B.Tech; Dual Degree; M.Tech; PhD,Computer Science and Engineering; Electronics & Electrical Communication; Mechanical Engineering; Aerospace Engineering; Civil Engineering; Chemical Engineering; Mining Engineering,1800,750.0,14000.0,18.6,85.0,16.5,19.2,135.0,1400.0,1650.0,9.0,220000.0,40000.0,260000.0,Available for Boys & Girls,3.0,130.0,NIRF MHRD Disclosures & JoSAA Gazette,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False
IIT-ROORKEE,Indian Institute of Technology Roorkee (IIT Roorkee),Autonomous - Institute of National Importance,Institute of National Importance (INI),Government,Uttarakhand,Roorkee,Haridwar,"Roorkee, Uttarakhand 247667",29.8644,77.8964,1847.0,Institute of National Importance (INI),B.Tech; B.Arch; M.Tech; PhD,Computer Science and Engineering; Electronics & Communication; Electrical Engineering; Mechanical Engineering; Civil Engineering; Chemical Engineering; Data Science,1300,550.0,9200.0,16.7,83.5,17.54,19.5,120.0,663.0,794.0,8.0,220000.0,38000.0,258000.0,Available for Boys & Girls,3.0,180.0,NIRF MHRD Disclosures & JoSAA Gazette,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False
IIT-GUWAHATI,Indian Institute of Technology Guwahati (IIT Guwahati),Autonomous - Institute of National Importance,Institute of National Importance (INI),Government,Assam,Guwahati,Kamrup,"Amingaon, North Guwahati, Assam 781039",26.1878,91.6916,1994.0,Institute of National Importance (INI),B.Tech; B.Des; M.Tech; PhD,Computer Science and Engineering; Electronics & Electrical Engineering; Mechanical Engineering; Data Science and AI; Chemical Engineering; Civil Engineering; Bioscience,950,480.0,7500.0,15.6,82.2,18.0,20.2,120.0,491.0,597.0,8.5,220000.0,38000.0,258000.0,Available for Boys & Girls,3.0,15.0,NIRF MHRD Disclosures & JoSAA Gazette,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False
IIT-HYDERABAD,Indian Institute of Technology Hyderabad (IIT Hyderabad),Autonomous - Institute of National Importance,Institute of National Importance (INI),Government,Telangana,Hyderabad,Sangareddy,"Kandi, Sangareddy, Telangana 502285",17.5947,78.123,2008.0,Institute of National Importance (INI) - NIRF Top 8,B.Tech; B.Des; M.Tech; PhD,Computer Science and Engineering; Artificial Intelligence; Electrical Engineering; Mechanical Engineering; Biomedical Engineering; Civil Engineering; Materials Science,600,320.0,4500.0,14.1,84.5,17.0,19.5,65.0,380.0,450.0,11.0,220000.0,40000.0,260000.0,Available for Boys & Girls,3.0,45.0,NIRF MHRD Disclosures & JoSAA Gazette,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False
IIT-BHU,Indian Institute of Technology (BHU) Varanasi,Autonomous - Institute of National Importance,Institute of National Importance (INI),Government,Uttar Pradesh,Varanasi,Varanasi,"Banaras Hindu University Campus, Varanasi, UP 221005",25.2677,82.9913,1919.0,Institute of National Importance (INI),B.Tech; Dual Degree; M.Tech; PhD,Computer Science and Engineering; Electrical Engineering; Electronics Engineering; Mechanical Engineering; Mining Engineering; Ceramic Engineering; Chemical Engineering,1450,380.0,7200.0,18.9,89.1,13.48,16.5,115.0,669.0,751.0,7.5,220000.0,35000.0,255000.0,Available for Boys & Girls,3.0,5.0,NIRF MHRD Disclosures & JoSAA Gazette,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False
IIT-DHANBAD,Indian Institute of Technology (ISM) Dhanbad,Autonomous - Institute of National Importance,Institute of National Importance (INI),Government,Jharkhand,Dhanbad,Dhanbad,"Sardar Patel Nagar, Dhanbad, Jharkhand 826004",23.8144,86.4412,1926.0,Institute of National Importance (INI),B.Tech; M.Tech; PhD,Computer Science and Engineering; Mining Engineering; Petroleum Engineering; Mechanical; Electrical; Electronics; Chemical,1100,360.0,7500.0,20.8,78.5,12.5,14.8,50.0,780.0,990.0,8.0,220000.0,36000.0,256000.0,Available for Boys & Girls,3.0,150.0,NIRF MHRD Disclosures & JoSAA Gazette,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False
IIT-INDORE,Indian Institute of Technology Indore (IIT Indore),Autonomous - Institute of National Importance,Institute of National Importance (INI),Government,Madhya Pradesh,Indore,Indore,"Simrol, Khandwa Road, Indore, MP 453552",22.5204,75.9207,2009.0,Institute of National Importance (INI),B.Tech; M.Tech; PhD,Computer Science and Engineering; Electrical; Mechanical; Civil; Metallurgical and Materials,450,180.0,2600.0,14.4,86.2,16.0,18.5,60.0,260.0,300.0,10.0,220000.0,38000.0,258000.0,Available for Boys & Girls,3.0,25.0,NIRF MHRD Disclosures & JoSAA Gazette,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False
IIT-GANDHINAGAR,Indian Institute of Technology Gandhinagar (IITGN),Autonomous - Institute of National Importance,Institute of National Importance (INI),Government,Gujarat,Gandhinagar,Gandhinagar,"Palaj, Gandhinagar, Gujarat 382355",23.2115,72.6842,2008.0,Institute of National Importance (INI),B.Tech; M.Tech; PhD,Computer Science and Engineering; Electrical; Mechanical; Chemical; Civil; Materials,300,130.0,2100.0,16.1,85.0,14.5,16.2,52.0,180.0,210.0,12.0,220000.0,40000.0,260000.0,Available for Boys & Girls,3.0,25.0,NIRF MHRD Disclosures & JoSAA Gazette,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False
IIT-ROPAR,Indian Institute of Technology Ropar (IIT Ropar),Autonomous - Institute of National Importance,Institute of National Importance (INI),Government,Punjab,Rupnagar,Rupnagar,"Bara Phool, Rupnagar, Punjab 140001",30.9753,76.5338,2008.0,Institute of National Importance (INI),B.Tech; M.Tech; PhD,Computer Science and Engineering; Electrical; Mechanical; Chemical; Civil; Mathematics and Computing,420,170.0,2500.0,14.7,84.5,15.0,17.0,55.0,250.0,295.0,9.0,220000.0,38000.0,258000.0,Available for Boys & Girls,3.0,45.0,NIRF MHRD Disclosures & JoSAA Gazette,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False
IIT-PATNA,Indian Institute of Technology Patna (IIT Patna),Autonomous - Institute of National Importance,Institute of National Importance (INI),Government,Bihar,Patna,Patna,"Bihta, Patna, Bihar 801106",25.5357,84.8512,2008.0,Institute of National Importance (INI),B.Tech; M.Tech; PhD,Computer Science and Engineering; Artificial Intelligence; Electrical; Mechanical; Civil; Chemical,450,160.0,2400.0,15.0,83.0,14.0,16.0,58.0,230.0,275.0,8.0,220000.0,36000.0,256000.0,Available for Boys & Girls,3.0,30.0,NIRF MHRD Disclosures & JoSAA Gazette,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False
BITS-PILANI,Birla Institute of Technology and Science (BITS Pilani),Deemed to be University - Institute of Eminence,Deemed to be University(Pvt),Private,Rajasthan,Pilani,Jhunjhunu,"Vidya Vihar, Pilani, Rajasthan 333031",28.3639,75.587,1964.0,Institute of Eminence (IoE) / NAAC A,B.E.; M.Sc. (Dual Degree); M.E.; PhD,Computer Science and Engineering; Electrical and Electronics; Electronics and Instrumentation; Mechanical Engineering; Chemical Engineering; Civil Engineering,2800,850.0,16000.0,18.8,87.6,14.0,16.8,60.75,1869.0,2134.0,9.5,480000.0,65000.0,545000.0,Available for Boys & Girls,3.0,190.0,NIRF MHRD Disclosures & Institutional Report,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False
BITS-GOA,BITS Pilani - K. K. Birla Goa Campus,Deemed to be University - Institute of Eminence,Deemed to be University(Pvt),Private,Goa,Zuarinagar,South Goa,"NH 17B, Bypass Road, Zuarinagar, Sancoale, Goa 403726",15.3911,73.8783,2004.0,Institute of Eminence (IoE) / NAAC A,B.E.; M.Sc. (Dual Degree); M.E.; PhD,Computer Science and Engineering; Electronics & Communication; Electrical & Electronics; Mechanical Engineering; Chemical Engineering,900,220.0,3800.0,17.2,88.0,15.0,17.2,55.0,680.0,770.0,9.0,480000.0,65000.0,545000.0,Available for Boys & Girls,3.0,25.0,NIRF MHRD Disclosures & Institutional Report,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False
BITS-HYDERABAD,BITS Pilani - Hyderabad Campus,Deemed to be University - Institute of Eminence,Deemed to be University(Pvt),Private,Telangana,Hyderabad,Medchal-Malkajgiri,"Shamirpet-Keesara Road, Jawahar Nagar, Hyderabad, Telangana 500078",17.5449,78.5718,2008.0,Institute of Eminence (IoE) / NAAC A,B.E.; M.Sc. (Dual Degree); M.E.; B.Pharm; PhD,Computer Science and Engineering; Electronics & Communication; Electrical & Electronics; Mechanical Engineering; Civil Engineering; Chemical Engineering,1100,260.0,4600.0,17.6,87.5,14.5,16.5,58.0,790.0,900.0,8.5,480000.0,65000.0,545000.0,Available for Boys & Girls,3.0,28.0,NIRF MHRD Disclosures & Institutional Report,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False
VIT-VELLORE,Vellore Institute of Technology (VIT Vellore),Deemed to be University - Institute of Eminence,Deemed to be University(Pvt),Private,Tamil Nadu,Vellore,Vellore,"Katpadi, Vellore, Tamil Nadu 632014",12.9692,79.1559,1984.0,Institute of Eminence (IoE) / NAAC A++ (3.66),B.Tech; M.Tech; MCA; MBA; PhD,Computer Science and Engineering; Information Technology; Electronics & Communication; Mechanical Engineering; Electrical & Electronics; Biotechnology; Civil Engineering,6500,1800.0,32000.0,17.7,91.2,8.5,9.2,102.0,4200.0,4600.0,6.5,198000.0,85000.0,283000.0,Available for Boys & Girls,3.0,135.0,NIRF MHRD Disclosures & VIT Placement Report,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False
VIT-CHENNAI,Vellore Institute of Technology Chennai (VIT Chennai),Deemed to be University - Institute of Eminence,Deemed to be University(Pvt),Private,Tamil Nadu,Chennai,Chengalpattu,"Vandalur-Kelambakkam Road, Chennai, Tamil Nadu 600127",12.8406,80.1534,2010.0,Institute of Eminence (IoE) / NAAC A++,B.Tech; M.Tech; MCA; MBA; PhD,Computer Science and Engineering; Artificial Intelligence and Machine Learning; Electronics and Computer Engineering; Mechanical Engineering; Electrical Engineering,2400,650.0,11000.0,16.9,89.5,8.2,8.8,75.0,1650.0,1850.0,7.0,198000.0,85000.0,283000.0,Available for Boys & Girls,3.0,25.0,NIRF MHRD Disclosures & VIT Placement Report,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False
NIT-TRICHY,National Institute of Technology Tiruchirappalli (NIT Trichy),Autonomous - Institute of National Importance,Institute of National Importance (INI),Government,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,"Tanjore Main Road, NH 67, Tiruchirappalli, Tamil Nadu 620015",10.7589,78.8132,1964.0,Institute of National Importance (INI) - NIRF Top 10,B.Tech; B.Arch; M.Tech; MBA; MCA; PhD,Computer Science and Engineering; Electronics & Communication; Electrical and Electronics; Mechanical Engineering; Chemical Engineering; Civil Engineering; Metallurgical and Materials,1100,380.0,6800.0,17.8,88.2,10.5,12.8,52.0,556.0,803.0,12.0,135000.0,38000.0,173000.0,Available for Boys & Girls,3.0,20.0,NIRF MHRD Disclosures & CSAB Gazette,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False
NIT-SURATHKAL,National Institute of Technology Karnataka (NIT Surathkal),Autonomous - Institute of National Importance,Institute of National Importance (INI),Government,Karnataka,Surathkal,Dakshina Kannada,"Srinivasnagar, Surathkal, Mangalore, Karnataka 575025",13.0108,74.7943,1960.0,Institute of National Importance (INI) - NIRF Top 12,B.Tech; M.Tech; MBA; MCA; PhD,Computer Science and Engineering; Information Technology; Electronics & Communication; Electrical and Electronics; Mechanical Engineering; Chemical Engineering; Civil Engineering,1050,350.0,6400.0,18.2,83.6,9.86,12.5,51.5,632.0,756.0,10.5,135000.0,38000.0,173000.0,Available for Boys & Girls,3.0,20.0,NIRF MHRD Disclosures & CSAB Gazette,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False
NIT-WARANGAL,National Institute of Technology Warangal (NIT Warangal),Autonomous - Institute of National Importance,Institute of National Importance (INI),Government,Telangana,Warangal,Warangal Urban,"Kazipet, Hanamkonda, Warangal, Telangana 506004",17.9836,79.5308,1959.0,Institute of National Importance (INI),B.Tech; M.Tech; MCA; MBA; PhD,Computer Science and Engineering; Electronics & Communication; Electrical and Electronics; Mechanical Engineering; Chemical Engineering; Civil Engineering; Biotechnology,1000,340.0,6200.0,18.2,79.4,9.0,11.8,50.0,572.0,720.0,11.0,135000.0,38000.0,173000.0,Available for Boys & Girls,3.0,140.0,NIRF MHRD Disclosures & CSAB Gazette,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False
NIT-ROURKELA,National Institute of Technology Rourkela (NIT Rourkela),Autonomous - Institute of National Importance,Institute of National Importance (INI),Government,Odisha,Rourkela,Sundargarh,"Sector 1, Rourkela, Odisha 769008",22.2531,84.9011,1961.0,Institute of National Importance (INI),B.Tech; Dual Degree; M.Tech; PhD,Computer Science and Engineering; Electronics and Communication; Electrical Engineering; Mechanical Engineering; Chemical Engineering; Mining Engineering; Metallurgy,1150,370.0,6800.0,18.3,79.0,7.11,10.5,48.0,430.0,544.0,12.5,135000.0,38000.0,173000.0,Available for Boys & Girls,3.0,320.0,NIRF MHRD Disclosures & CSAB Gazette,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False
